ECCCUniqueID,DataEnteredBy,SiteName,Prov,Prov_2,Year,Month,Day,DateObserved,Observer,Observer_contact,Lat,Long,SpeciesAlphaCode,CommonName,LatinName,GroupAs,Species_HPAIstatus,Individual_HPAIVstatus,YN,AgeClass,BreedingStatus,LandWaterColony,IFcolony_complete_partial_survey,IFcolony_boat_land_heli_plane,n_FoundNeurological,n_FoundDead,TotalObserved,n_SwabCollected,n_CarcassesCollectedAtSite,n_CarcassesSentForTesting,WhereCarcassWasSent,WhoCollected,n_Photos,PhotoVideo,GoogleDriveLinkForPhotoVideo,Comments,Site_Geocoding,lat_geocoded,lon_geocoded,latlon_simple,lat_simple,lon_simple,id,
MT-5111,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,15,2022-08-15,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,DOVE,Dovekie,Alle alle,seabirds,presume_positive,,,Adult,,Land,,,0,1,1,,,,,,,,,Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach,,,,,,,TB389,
MT-5112,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,15,2022-08-15,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,Adult,,Land,,,0,12,12,,,,,,,,,"3 fresh, 3 breeders. Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach",,,,,,,TB390,
MT-5113,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,15,2022-08-15,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,Adult,,Land,,,0,2,2,,,,,,,,,"1 fresh, Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach",,,,,,,TB391,
MT-1990,Matthew English,Cape Freels,NL,Newfoundland,2022,8,16,2022-08-16,Bill Bryden,,49.260353,-53.5,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,,400,,,,,,,,,16 Aug 2022 - 400 birds [mostly murres] Cape Freels beaches [Bill Bryden],,,,"49.26, -53.5",49.26,-53.5,,
MT-1991,Tania Barychka,"Bay de Verde, NL",NL,Newfoundland,2022,8,16,2022-08-16,"Joshua Cunningham, ECCC",,48.08496,-52.8956,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,2,2,,,,,,,,,,,,,,,,,
MT-1992,Tania Barychka,"Baccalieu Island, NL",NL,Newfoundland,2022,8,16,2022-08-16,"Joshua Cunningham, ECCC",,48.13554,-52.8007,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,3,3,,1,MUN,"J Cunningham, ECCC",,,,,,,,,,,,,
MT-1993,Tania Barychka,"Baccalieu Island, NL",NL,Newfoundland,2022,8,16,2022-08-16,"Joshua Cunningham, ECCC",,48.13554,-52.8007,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,8,8,,,,,,,,,,,,,,,,,
MT-1994,Tania Barychka,"Baccalieu Island, NL",NL,Newfoundland,2022,8,16,2022-08-16,"Joshua Cunningham, ECCC",,48.13554,-52.8007,UNBI,Unidentified Bird,"Aves (gen, sp)",unknown,presume_negative,,,,,Land,,,,1,1,,,,,,,,,"Auk, ATPU or COMU fledging?",,,,,,,,
MT-1995,Matthew English,Shoreline near the TNNP Visitor Centre,NL,Newfoundland,2022,8,16,2022-08-16,Newfoundland East Field Unit,2022-HWC-0648-ENFU-0007,48.578149,-53.948297,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,,1,,,,,,,,,,,,,,,,,
MT-3358,Matthew English,Bellevue Beach Campground,NL,Newfoundland,2022,8,16,2022-08-16,Wade Lahey (NL Wildlife Officer),,47.63594,-53.7805,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,Report of a dead gannet on the property of Bellvue Beach Campground,,,,,,,,
MT-3630,TaniaBarychka,Cape St. Mary's,NL,Newfoundland,2022,8,16,2022-08-16,Kyran Power,Bill_Montevecchi_Lab,46.821661,-54.188114,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,0,164,164,,,,,,,,,From Boat; Geocoded used False Cape,,,,,,,TB265,
MT-3631,TaniaBarychka,Cape St. Mary's,NL,Newfoundland,2022,8,16,2022-08-16,Kyran Power,Bill_Montevecchi_Lab,46.821661,-54.188114,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Water,,,0,25,25,,,,,,,,,"From Boat; Geocoded used False Cape, COMU/TBMU",,,,,,,TB266,
MT-3632,TaniaBarychka,"Long Beac, MPER",NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,48.43917,-53.57648,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,0,3,3,,,,,,,,,"Old, Wind light WSW foggy, smooth low tide",,,,,,,TB267,
MT-3633,TaniaBarychka,"Long Beac, MPER",NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,48.43917,-53.57648,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,0,3,3,,,,,,,,,"Old, Wind light WSW foggy, smooth low tide, COMU/TBMU",,,,,,,TB268,
MT-3634,TaniaBarychka,Drook MPER,NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,46.67181,-53.2466,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,0,8,8,,,,,,,,,"3 Fresh, 5 old, Wind light WSW foggy, smooth low tide",,,,,,,TB269,
MT-3635,TaniaBarychka,Drook MPER,NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,46.67181,-53.2466,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,0,9,9,,,,,,,,,"Old, Wind light WSW foggy, smooth low tide, COMU/TBMU",,,,,,,TB270,
MT-3636,TaniaBarychka,Drook MPER,NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,46.67181,-53.2466,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,,,Land,,,0,3,3,,,,,,,,,"2 Fresh, 1 old, Wind light WSW foggy, smooth low tide",,,,,,,TB271,
MT-3637,TaniaBarychka,Portugal Cove South,NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,46.71414,-53.25473,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,0,39,39,,,,,,,,,"14 fresh, 25 old, Wind light WSW foggy, smooth low tide",,,,,,,TB272,
MT-3638,TaniaBarychka,Portugal Cove South,NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,46.71414,-53.25473,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,0,113,113,,,,,,,,,"5 fresh,108 old, Wind light WSW foggy, smooth low tide, COMU/TBMU",,,,,,,TB273,
MT-3639,TaniaBarychka,Portugal Cove South,NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,46.71414,-53.25473,SOSH,Sooty Shearwater,Ardenna grisea,seabirds,presume_negative,,,,,Land,,,0,1,1,,,,,,,,,"Old, Wind light WSW foggy, smooth low tide",,,,,,,TB274,
MT-3640,TaniaBarychka,Portugal Cove South,NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,46.71414,-53.25473,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,,,Land,,,0,8,8,,,,,,,,,"2 fresh, 6 old, Wind light WSW foggy, smooth low tide",,,,,,,TB275,
MT-3641,TaniaBarychka,Pigeon Cove MPER,NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,51.2008,-56.78288,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,4,16,20,,,,,,,,,"10 fresh, 6 old, Wind light WSW foggy, smooth low tide",,,,,,,TB276,
MT-3642,TaniaBarychka,Pigeon Cove MPER,NL,Newfoundland,2022,8,16,2022-08-16,Tony Power and Yvonne,Bill_Montevecchi_Lab,51.2008,-56.78288,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,0,10,10,,,,,,,,,"Old, Wind light WSW foggy, smooth low tide, COMU/TBMU",,,,,,,TB277,
MT-3643,TaniaBarychka,Drook Point,NL,Newfoundland,2022,8,16,2022-08-16,Rodney Coombs,Bill_Montevecchi_Lab,46.67181,-53.2466,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,0,7,7,,,,,,,,,"Fresh, On the rocks",,,,,,,TB278,
MT-3644,TaniaBarychka,Portugal Cove South,NL,Newfoundland,2022,8,16,2022-08-16,Earl Power,Bill_Montevecchi_Lab,46.71414,-53.25473,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,,,,0,3,3,,,,,,,,,,,,,,,,TB279,
MT-3656,TaniaBarychka,Banting Park to Musgrave Harbour beach,NL,Newfoundland,2022,8,16,2022-08-16,Janet Montevecchi,Bill_Montevecchi_Lab,49.41809,-53.88673,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,0,2,2,,,,,,,,,"1 fresh, 1 old, 4 km, lat/long given for Banting park",,,,,,,TB290,
MT-3657,TaniaBarychka,Banting Park to Musgrave Harbour beach,NL,Newfoundland,2022,8,16,2022-08-16,Janet Montevecchi,Bill_Montevecchi_Lab,49.41809,-53.88673,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,0,2,2,,,,,,,,,"5 km, lat/long given for Banting park, COMU/TBMU",,,,,,,TB291,
MT-3665,TaniaBarychka,Cape Freels Beaches,NL,Newfoundland,2022,8,16,2022-08-16,Bill bryden,Bill_Montevecchi_Lab,49.23364,-53.51658,UNBI,Unidentified Bird,"Aves (gen, sp)",unknown,presume_negative,,,,,,,,,,400,,,,,,,,,Mostly murres,,,,,,,TB299,
MT-3895,Tania Barychka,"Dunfield, near Trinity",NL,Newfoundland,2022,8,16,2022-08-16,Pierre Ryan via Steve Duffy and C Ward,Chris Ward (ECCC),48.36774,-53.3587,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,chick,,Land,,,,1,1,,,,,,,,,virtually all intact and little or not at al scavenged,,,,,,,,
MT-3896,Tania Barychka,"Dunfield, near Trinity",NL,Newfoundland,2022,8,16,2022-08-16,Pierre Ryan via Steve Duffy and C Ward,Chris Ward (ECCC),48.36774,-53.3587,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,adult,,Land,,,,31,31,,,,,,,,,virtually all intact and little or not at al scavenged,,,,,,,,
MT-3897,Tania Barychka,"Dunfield, near Trinity",NL,Newfoundland,2022,8,16,2022-08-16,Pierre Ryan via Steve Duffy and C Ward,Chris Ward (ECCC),48.36774,-53.3587,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,adult,,Land,,,,1,1,,,,,,,,,virtually all intact and little or not at al scavenged,,,,,,,,
MT-3898,Tania Barychka,"Dunfield, near Trinity",NL,Newfoundland,2022,8,16,2022-08-16,Pierre Ryan via Steve Duffy and C Ward,Chris Ward (ECCC),48.36774,-53.3587,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,4,4,,,,,,,,,virtually all intact and little or not at al scavenged,,,,,,,,
MT-4025,Tania Barychka,Mussel shells,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,Observed from the LE3 in the water near Mussel Shells Beach,,,,,,,,
MT-4026,Tania Barychka,Turr,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,Observed from the LE3 in the water near Turr,,,,,,,,
MT-4027,Tania Barychka,Between Turr and Gull 3,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4028,Tania Barychka,Near the Bandies,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4029,Tania Barychka,Near Gull Island,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4030,Tania Barychka,approaching Gull 1,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4031,Tania Barychka,Near Gull 1,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4032,Tania Barychka,at Gull 1,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4033,Tania Barychka,Between Gull island and the Brandies,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4034,Tania Barychka,Nearly at the brandies,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4035,Tania Barychka,2 nm NE from southern bank,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4036,Tania Barychka,1.5 nm NE of southern bank,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4037,Tania Barychka,1.09 nm NE of southern,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4038,Tania Barychka,Southern bank,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4039,Tania Barychka,Southern bank,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,,1,1,,,,,,N,,,,,,,,,,,
MT-4040,Tania Barychka,Near Moores rock,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Water,,,1,,1,,,,,,N,,,,,,,,,,,
MT-4041,Tania Barychka,just pass Anchorbrook,NL,Newfoundland,2022,8,16,2022-08-16,Davonen Lab -Notre Dame Bay,,,,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,1,,1,,,,,,N,,,,,,,,,,,
MT-5114,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,16,2022-08-16,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,Adult,,Land,,,0,7,7,,,,,,,,,"2 fresh, Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach",,,,,,,TB392,
MT-5115,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,16,2022-08-16,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,Adult,,Land,,,0,3,3,,,,,,,,,"1 fresh, Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach",,,,,,,TB393,
MT-5116,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,16,2022-08-16,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,Adult,,Land,,,0,18,18,,,,,,,,,"1 fresh, 2 breeders. Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach",,,,,,,TB394,
MT-5117,Tania Barychka,Point Lance Beach,NL,Newfoundland,2022,8,16,2022-08-16,Bill_Montevecchi_Lab_20220112,Montevecchi lab,46.8105,-54.087798,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,2 Adult 2 subadult,,Land,,,0,4,4,,,,,,,,,"1 fresh, Some bodies may have been double counted from previous observations by Montevecchi lab at Point Lance Beach",,,,,,,TB395,
MT-1996,Tania Barychka,"Western Bay, Conception Bay",NL,Newfoundland,2022,8,17,2022-08-17,Robert Follett,robert.follett@mistik.ca,47.5309,-53.05,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,2,2,,,,,,,,,,,,,"47.53, -53.05",47.53,-53.05,,
MT-1997,Tania Barychka,"Western Bay, Conception Bay",NL,Newfoundland,2022,8,17,2022-08-17,Robert Follett,robert.follett@mistik.ca,47.5302,-53.05,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,1,,1,,,,,,,,,,,,,"47.53, -53.05",47.53,-53.05,,
MT-1998,Tania Barychka,"Western Bay, Conception Bay",NL,Newfoundland,2022,8,17,2022-08-17,Robert Follett,robert.follett@mistik.ca,47.5309,-53.05,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,,,,,"47.53, -53.05",47.53,-53.05,,
MT-1999,Matthew English,Cape Freels,NL,Newfoundland,2022,8,17,2022-08-17,Barry Day,,49.260353,-53.5,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,,,100,,,,,,,,,"100+ common murres, one still alive on the beach but near death",,,,"49.26, -53.5",49.26,-53.5,,
MT-2000,Matthew English,Cape Freels,NL,Newfoundland,2022,8,17,2022-08-17,Barry Day,,49.260353,-53.5,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,,50,,,,,,,,,,,,,"49.26, -53.5",49.26,-53.5,,
MT-2001,Matthew English,Cape Freels,NL,Newfoundland,2022,8,17,2022-08-17,Barry Day,,49.260353,-53.5,DOVE,Dovekie,Alle alle,seabirds,presume_positive,,,,,Land,,,,,5,,,,,,,,,,,,,"49.26, -53.5",49.26,-53.5,,
MT-2002,Matthew English,Cape Freels,NL,Newfoundland,2022,8,17,2022-08-17,Barry Day,,49.260353,-53.5,SOSH,Sooty Shearwater,Ardenna grisea,seabirds,presume_negative,,,,,Land,,,,,1,,,,,,,,,,,,,"49.26, -53.5",49.26,-53.5,,
MT-2003,Matthew English,Cape Freels,NL,Newfoundland,2022,8,17,2022-08-17,Barry Day,,49.260353,-53.5,HERG,Herring Gull,Larus argentatus,seabirds,presume_positive,,,Juvenile,,Land,,,,,1,,,,,,,,,"1 herring gull, juvenile, still alive but in obvious distress",,,,"49.26, -53.5",49.26,-53.5,,
MT-3356,Matthew English,Flower's Cove,NL,Newfoundland,2022,8,17,2022-08-17,George Gibbons (NL Wildlife Officer),,51.30004,-56.7278,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,1,1,,,,,,,,,Dead turr on property in Flowers Cove,,,,,,,,
MT-3661,TaniaBarychka,"Seldom, Fogo Island",NL,Newfoundland,2022,8,17,2022-08-17,Anne Collins,Bill_Montevecchi_Lab,49.61541,-54.17342,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,0,1,1,,,,,,,,,,,,,,,,TB295,
MT-3667,TaniaBarychka,Englee,NL,Newfoundland,2022,8,17,2022-08-17,Tara Curtis,Bill_Montevecchi_Lab,50.73351,-56.10443,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,,,,0,Unknown,Unknown,,,,,,,,,Dead gannets; Edited date to 17-08 (TB),,,,,,,TB301,
MT-3670,TaniaBarychka,Baccalieu Tickle,NL,Newfoundland,2022,8,17,2022-08-17,Thomas Doyle,Bill_Montevecchi_Lab,48.12389,-52.83657,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Water,,,0,9,9,,,,,,,,,"Given as ""8 to 10""; Edited date to 17-08 (TB), COMU/TBMU",,,,,,,TB304,
MT-3671,TaniaBarychka,Baccalieu Tickle,NL,Newfoundland,2022,8,17,2022-08-17,Thomas Doyle,Bill_Montevecchi_Lab,48.12389,-52.83657,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Water,,,0,2,2,,,,,,,,,Edited date to 17-08 (TB),,,,,,,TB305,
MT-3672,TaniaBarychka,Carmanville,NL,Newfoundland,2022,8,17,2022-08-17,Jeff Chaulk,Bill_Montevecchi_Lab,49.40571,-54.28672,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,1,0,1,,,,,,,,,On lawn,,,,,,,TB306,
CT-18,Chris Ward,"Green Island, Fortune Bay",NL,Newfoundland,2022,8,17,2022-08-17,"Chris Ward, Steve Duffy",ECCC,47.238355,-52.780468,LESP,Leach's Storm-Petrel,Hydrobates leucorhous,seabirds,presume_positive,,,,,Colony,Complete Survey,Helicopter,,0,,,,,,,,,,No dead birds found on island.,,,,,,,,
MT-5077,Tania Barychka,Bonavista/Trinity-Clarenville,NL,Newfoundland,2022,8,17,2022-08-17,ebird Apri -Sept 2022,S117095338,49.24179,-53.4841,COMU,Common Murre,Uria aalge,seabirds,presume_positive,,,,,Land,,,1,100,101,,,,,,,,,"On the beach, obviously dying, at least 100 dead all along the full length of the beach",,,,,,,S117095338,
MT-5078,Tania Barychka,Bonavista/Trinity-Clarenville,NL,Newfoundland,2022,8,17,2022-08-17,ebird Apri -Sept 2022,S117088433,49.25471,-53.4659,HERG,Herring Gull,Larus argentatus,seabirds,presume_positive,,,Juvenile,,Land,,,1,,1,,,,,,,,,Very sick juv,,,,,,,S117088433,
MT-2004,Tania Barychka,"Eastport Beach, NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,48.65091,-53.7488,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,,65,,,,,,,,,Found sprayed- potential duplicate,,48.65091,-53.7488,"48.65, -53.75",48.65,-53.75,,
MT-2005,Tania Barychka,"Ferryland Beach , NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,47.03395,-52.8827,UNMU,Unknown Murre,Unknown Murre,seabirds,presume_positive,,,,,Land,,,,,10,,,,,,,,,,,47.03395,-52.8827,"47.03, -52.88",47.03,-52.88,,
MT-2006,Tania Barychka,"Ferryland Beach , NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,47.03395,-52.8827,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,,5,,,,,,,,,,,47.03395,-52.8827,"47.03, -52.88",47.03,-52.88,,
MT-2007,Tania Barychka,"Eastport Beach, NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,48.65091,-53.7488,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,,,Land,,,,,5,,,,,,,,,,,48.65091,-53.7488,"48.65, -53.75",48.65,-53.75,,
MT-2008,Tania Barychka,"Eastport Beach, NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,48.65091,-53.7488,ATPU,Atlantic Puffin,Fratercula arctica,seabirds,presume_positive,,,,,Land,,,,,5,,,,,,,,,,,48.65091,-53.7488,"48.65, -53.75",48.65,-53.75,,
MT-2009,Tania Barychka,"Eastport Beach, NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,48.65091,-53.7488,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,,23,,,,,,,,,Found sprayed- potential duplicate,,48.65091,-53.7488,"48.65, -53.75",48.65,-53.75,,
MT-2010,Tania Barychka,"Ferryland Beach , NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,47.03395,-52.8827,UNGU,Unknown Gull,Unknown Gull,seabirds,presume_positive,,,,,Land,,,,,3,,,,,,,,,,,47.03395,-52.8827,"47.03, -52.88",47.03,-52.88,,
MT-2011,Tania Barychka,"Eastport Beach, NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,48.65091,-53.7488,BLKI,Black-legged Kittiwake,Rissa tridactyla,seabirds,presume_positive,,,,,Land,,,,,4,,,,,,,,,Found sprayed- potential duplicate,,48.65091,-53.7488,"48.65, -53.75",48.65,-53.75,,
MT-2012,Tania Barychka,"Eastport Beach, NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,48.65091,-53.7488,UNSH,Unknown Shearwater,Unknown Shearwater,seabirds,presume_negative,,,,,Land,,,,,6,,,,,,,,,,,48.65091,-53.7488,"48.65, -53.75",48.65,-53.75,,
MT-2013,Tania Barychka,"Eastport Beach, NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,48.65091,-53.7488,NOGA,Northern Gannet,Morus bassanus,seabirds,presume_positive,,,,,Land,,,,,6,,,,,,,,,2 fairly newish and 1 very fresh,,48.65091,-53.7488,"48.65, -53.75",48.65,-53.75,,
MT-2014,Tania Barychka,"Eastport Beach, NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,48.65091,-53.7488,UNSH,Unknown Shearwater,Unknown Shearwater,seabirds,presume_negative,,,,,Land,,,,,6,,,,,,,,,Found sprayed- potential duplicate,,48.65091,-53.7488,"48.65, -53.75",48.65,-53.75,,
MT-2015,Tania Barychka,"Eastport Beach, NL",NL,Newfoundland,2022,8,18,2022-08-18,CPWS Newfoundland and Labrador Chapter,Suzanne Dooley,48.65091,-53.7488,RAZO,Razorbill,Alca torda,seabirds,presume_positive,,,,,Land,,,1,,2,,,,,,,,,,,48.65091,-53.7488,"48.65, -53.75",48.65,-53.75,,
